"PART_ID","CNTR_CD","TELP_NUM","STRT_VALD_DTTM","END_VALD_DTTM","EXEC_ID"
8851,,"+336##0750028","2015-02-25 09:24:20.0","2015-02-25 09:24:20.0",12
3284,,"+336##0113785","2019-10-09 13:07:12.0","2019-10-09 13:07:12.0",12
11869,,"+336##0354964","2008-10-01 01:05:04.0","2008-10-01 01:05:04.0",12
6302,,"+336##0313016","2015-09-01 10:53:32.0","2015-09-01 10:53:32.0",12
9320,,"+336##0928542","2011-08-10 22:38:53.0","2011-08-10 22:38:53.0",12
3753,,"+336##0190869","2015-05-23 03:54:56.0","2015-05-23 03:54:56.0",12
6771,,"+336##0268304","2002-06-09 08:12:14.0","2002-06-09 08:12:14.0",12
4222,,"+336##0690765","2001-02-14 15:54:02.0","2001-02-14 15:54:02.0",12
7240,,"+336##0118310","2003-06-04 15:14:13.0","2003-06-04 15:14:13.0",12
1673,,"+336##0510579","2022-09-03 14:12:30.0","2022-09-03 14:12:30.0",12
4691,,"+336##0011226","1998-11-26 09:36:33.0","1998-11-26 09:36:33.0",12
14214,,"+336##0308399","2014-11-26 03:01:40.0","2014-11-26 03:01:40.0",12
11665,,"+336##0654958","2004-02-10 17:21:12.0","2004-02-10 17:21:12.0",12
9116,,"+336##0288292","2007-04-05 06:29:38.0","2007-04-05 06:29:38.0",12
12134,,"+336##0361423","2016-05-12 10:23:22.0","2016-05-12 10:23:22.0",12
9585,,"+336##0194098","2001-06-27 05:58:58.0","2001-06-27 05:58:58.0",12
12603,,"+336##0686822","2017-07-04 13:54:01.0","2017-07-04 13:54:01.0",12
7036,,"+336##0348441","2008-03-19 04:54:08.0","2008-03-19 04:54:08.0",12
10054,,"+336##0315864","2007-07-15 06:14:57.0","2007-07-15 06:14:57.0",12
4487,,"+336##0874029","2017-07-03 21:40:22.0","2017-07-03 21:40:22.0",12
13072,,"+336##0719527","2002-09-08 11:40:40.0","2002-09-08 11:40:40.0",12
7505,,"+336##0944265","2009-10-03 07:18:55.0","2009-10-03 07:18:55.0",12
1938,,"+336##0916622","2013-06-05 15:23:05.0","2013-06-05 15:23:05.0",12
10523,,"+336##0971750","2018-05-18 12:33:32.0","2018-05-18 12:33:32.0",12
4956,,"+336##0433277","2017-04-27 12:14:36.0","2017-04-27 12:14:36.0",12
7974,,"+336##0508767","2010-11-27 05:20:08.0","2010-11-27 05:20:08.0",12
2407,,"+336##0747269","2008-02-24 01:13:23.0","2008-02-24 01:13:23.0",12
5425,,"+336##0165272","2008-02-22 08:09:20.0","2008-02-22 08:09:20.0",12
2876,,"+336##0095842","2020-01-11 04:37:11.0","2020-01-11 04:37:11.0",12
5894,,"+336##0737463","2013-02-25 07:06:23.0","2013-02-25 07:06:23.0",12
327,,"+336##0389236","2000-10-07 01:59:50.0","2000-10-07 01:59:50.0",12
3345,,"+336##0274936","2004-01-02 05:13:51.0","2004-01-02 05:13:51.0",12
796,,"+336##0142915","2014-07-10 17:11:59.0","2014-07-10 17:11:59.0",12
12868,,"+336##0708671","2006-08-07 18:31:53.0","2006-08-07 18:31:53.0",12
10319,,"+336##0654566","2019-08-18 06:10:42.0","2019-08-18 06:10:42.0",12
13337,,"+336##0417574","2012-10-09 03:42:56.0","2012-10-09 03:42:56.0",12
10788,,"+336##0142061","2018-08-06 03:13:23.0","2018-08-06 03:13:23.0",12
13806,,"+336##0247027","2016-02-15 16:26:40.0","2016-02-15 16:26:40.0",12
8239,,"+336##0267660","2015-01-15 12:09:09.0","2015-01-15 12:09:09.0",12
11257,,"+336##0249291","2003-10-25 01:51:47.0","2003-10-25 01:51:47.0",12
5690,,"+336##0214136","2018-06-23 05:15:48.0","2018-06-23 05:15:48.0",12
8708,,"+336##0380332","2004-03-06 20:50:03.0","2004-03-06 20:50:03.0",12
3141,,"+336##0811451","2000-09-24 22:05:08.0","2000-09-24 22:05:08.0",12
11726,,"+336##0797290","2000-06-21 05:50:34.0","2000-06-21 05:50:34.0",12
6159,,"+336##0308403","2019-04-23 23:25:36.0","2019-04-23 23:25:36.0",12
9177,,"+336##0622618","2002-02-20 18:10:42.0","2002-02-20 18:10:42.0",12
3610,,"+336##0326616","2007-03-25 02:41:08.0","2007-03-25 02:41:08.0",12
1061,,"+336##0177695","1998-04-08 14:07:07.0","1998-04-08 14:07:07.0",12
4079,,"+336##0101977","2002-07-10 12:25:15.0","2002-07-10 12:25:15.0",12
1530,,"+336##0510551","2013-03-24 01:14:05.0","2013-03-24 01:14:05.0",12
4548,,"+336##0851869","2009-02-03 20:50:15.0","2009-02-03 20:50:15.0",12
1999,,"+336##0945230","2011-01-08 01:34:31.0","2011-01-08 01:34:31.0",12
13602,,"+336##0263450","2020-07-01 13:49:10.0","2020-07-01 13:49:10.0",12
14071,,"+336##0699232","2002-08-24 06:09:11.0","2002-08-24 06:09:11.0",12
11522,,"+336##0135517","2000-03-26 08:07:59.0","2000-03-26 08:07:59.0",12
14540,,"+336##0160882","2014-07-23 09:42:37.0","2014-07-23 09:42:37.0",12
8973,,"+336##0275246","2023-07-27 21:22:42.0","2023-07-27 21:22:42.0",12
11991,,"+336##0637117","2011-02-09 22:39:06.0","2011-02-09 22:39:06.0",12
9442,,"+336##0775841","2022-04-09 13:26:02.0","2022-04-09 13:26:02.0",12
12460,,"+336##0480078","2020-03-06 10:58:52.0","2020-03-06 10:58:52.0",12
6893,,"+336##0054435","2013-03-10 11:16:49.0","2013-03-10 11:16:49.0",12
9911,,"+336##0506972","2023-01-17 03:47:56.0","2023-01-17 03:47:56.0",12
4344,,"+336##0493693","2019-09-02 22:39:28.0","2019-09-02 22:39:28.0",12
7362,,"+336##0785106","2011-06-03 06:16:31.0","2011-06-03 06:16:31.0",12
1795,,"+336##0152804","2003-02-04 14:10:02.0","2003-02-04 14:10:02.0",12
10380,,"+336##0200537","2020-03-11 23:16:43.0","2020-03-11 23:16:43.0",12
4813,,"+336##0568010","2016-07-17 21:08:26.0","2016-07-17 21:08:26.0",12
7831,,"+336##0904137","2008-04-05 22:51:04.0","2008-04-05 22:51:04.0",12
2264,,"+336##0803163","2008-10-05 08:34:15.0","2008-10-05 08:34:15.0",12
5282,,"+336##0332571","2015-08-26 04:20:06.0","2015-08-26 04:20:06.0",12
2733,,"+336##0409637","2015-06-24 11:40:10.0","2015-06-24 11:40:10.0",12
5751,,"+336##0332211","2006-11-10 20:26:17.0","2006-11-10 20:26:17.0",12
184,,"+336##0659410","2019-06-17 01:18:53.0","2019-06-17 01:18:53.0",12
3202,,"+336##0594178","2008-07-22 20:48:12.0","2008-07-22 20:48:12.0",12
653,,"+336##0349498","1999-09-14 17:41:13.0","1999-09-14 17:41:13.0",12
12256,,"+336##0631860","2009-01-26 23:34:08.0","2009-01-26 23:34:08.0",12
10176,,"+336##0870728","2019-04-24 06:57:36.0","2019-04-24 06:57:36.0",12
13194,,"+336##0437275","2023-03-09 01:54:59.0","2023-03-09 01:54:59.0",12
7627,,"+336##0436449","2015-08-22 08:51:35.0","2015-08-22 08:51:35.0",12
10645,,"+336##0549489","2001-08-22 03:06:07.0","2001-08-22 03:06:07.0",12
13663,,"+336##0212257","2001-09-17 03:07:50.0","2001-09-17 03:07:50.0",12
8096,,"+336##0857270","2010-02-05 14:53:59.0","2010-02-05 14:53:59.0",12
11114,,"+336##0891071","2017-05-19 23:37:26.0","2017-05-19 23:37:26.0",12
5547,,"+336##0574662","2021-05-18 13:54:51.0","2021-05-18 13:54:51.0",12
8565,,"+336##0492116","2023-06-07 08:52:33.0","2023-06-07 08:52:33.0",12
2998,,"+336##0110550","2013-11-06 10:20:49.0","2013-11-06 10:20:49.0",12
11583,,"+336##0944987","2013-09-10 03:57:42.0","2013-09-10 03:57:42.0",12
6016,,"+336##0877346","2014-02-12 01:59:52.0","2014-02-12 01:59:52.0",12
449,,"+336##0425362","2012-01-22 21:20:45.0","2012-01-22 21:20:45.0",12
9034,,"+336##0236243","2021-07-20 15:54:38.0","2021-07-20 15:54:38.0",12
3467,,"+336##0894323","2012-08-04 07:43:06.0","2012-08-04 07:43:06.0",12
6485,,"+336##0632021","2020-06-08 02:33:14.0","2020-06-08 02:33:14.0",12
918,,"+336##0621775","1999-02-24 04:21:30.0","1999-02-24 04:21:30.0",12
3936,,"+336##0098586","2014-04-15 15:47:18.0","2014-04-15 15:47:18.0",12
1387,,"+336##0024246","2019-02-05 01:54:11.0","2019-02-05 01:54:11.0",12
4405,,"+336##0622840","2016-05-05 19:55:23.0","2016-05-05 19:55:23.0",12
1856,,"+336##0206489","2017-02-26 11:53:10.0","2017-02-26 11:53:10.0",12
13459,,"+336##0122530","2002-06-13 15:05:30.0","2002-06-13 15:05:30.0",12
13928,,"+336##0664120","2023-02-12 10:24:37.0","2023-02-12 10:24:37.0",12
11379,,"+336##0931351","2014-09-13 02:06:25.0","2014-09-13 02:06:25.0",12
14397,,"+336##0291260","2002-02-20 11:22:45.0","2002-02-20 11:22:45.0",12
8830,,"+336##0402376","2006-05-16 06:53:08.0","2006-05-16 06:53:08.0",12
11848,,"+336##0029844","2000-10-10 06:14:06.0","2000-10-10 06:14:06.0",12
6281,,"+336##0043857","2012-05-21 14:34:24.0","2012-05-21 14:34:24.0",12
9299,,"+336##0405223","2023-03-21 12:22:53.0","2023-03-21 12:22:53.0",12
12317,,"+336##0643061","2006-10-09 01:08:20.0","2006-10-09 01:08:20.0",12
6750,,"+336##0115087","2001-05-24 22:45:27.0","2001-05-24 22:45:27.0",12
4201,,"+336##0029957","2018-07-13 15:08:17.0","2018-07-13 15:08:17.0",12
7219,,"+336##0359979","2016-04-14 11:55:35.0","2016-04-14 11:55:35.0",12
1652,,"+336##0886325","1999-08-21 21:17:26.0","1999-08-21 21:17:26.0",12
10237,,"+336##0507225","2005-01-19 11:48:28.0","2005-01-19 11:48:28.0",12
4670,,"+336##0750099","2021-06-11 23:58:11.0","2021-06-11 23:58:11.0",12
5139,,"+336##0172927","2013-01-14 17:25:15.0","2013-01-14 17:25:15.0",12
2590,,"+336##0047029","2005-06-07 06:21:59.0","2005-06-07 06:21:59.0",12
3059,,"+336##0851307","2001-07-08 11:16:28.0","2001-07-08 11:16:28.0",12
510,,"+336##0590850","2006-04-03 14:04:40.0","2006-04-03 14:04:40.0",12
12113,,"+336##0874155","2011-01-18 17:21:06.0","2011-01-18 17:21:06.0",12
12582,,"+336##0601263","2010-02-21 22:03:02.0","2010-02-21 22:03:02.0",12
10033,,"+336##0102175","2009-04-25 04:54:01.0","2009-04-25 04:54:01.0",12
13051,,"+336##0531254","2017-07-19 03:04:43.0","2017-07-19 03:04:43.0",12
7484,,"+336##0515026","2017-05-17 17:32:04.0","2017-05-17 17:32:04.0",12
10502,,"+336##0292350","2010-01-20 14:31:01.0","2010-01-20 14:31:01.0",12
4935,,"+336##0107598","2011-09-26 06:38:49.0","2011-09-26 06:38:49.0",12
13520,,"+336##0312399","2020-05-09 03:35:07.0","2020-05-09 03:35:07.0",12
7953,,"+336##0452939","2015-09-03 04:12:45.0","2015-09-03 04:12:45.0",12
10971,,"+336##0092258","2019-05-22 06:40:11.0","2019-05-22 06:40:11.0",12
5404,,"+336##0773896","2003-05-03 12:48:04.0","2003-05-03 12:48:04.0",12
8422,,"+336##0652555","2007-07-23 06:04:56.0","2007-07-23 06:04:56.0",12
2855,,"+336##0652859","2013-07-11 02:21:26.0","2013-07-11 02:21:26.0",12
5873,,"+336##0261887","2023-09-05 03:54:52.0","2023-09-05 03:54:52.0",12
306,,"+336##0979851","2020-07-04 20:32:57.0","2020-07-04 20:32:57.0",12
8891,,"+336##0451061","2004-01-19 11:36:58.0","2004-01-19 11:36:58.0",12
3324,,"+336##0715838","2019-10-04 17:45:40.0","2019-10-04 17:45:40.0",12
6342,,"+336##0616687","2015-06-06 02:07:06.0","2015-06-06 02:07:06.0",12
775,,"+336##0216028","2001-10-16 16:08:56.0","2001-10-16 16:08:56.0",12
3793,,"+336##0455009","2009-07-17 18:52:16.0","2009-07-17 18:52:16.0",12
1713,,"+336##0967172","2008-06-15 09:04:27.0","2008-06-15 09:04:27.0",12
13316,,"+336##0617859","2005-05-03 12:37:07.0","2005-05-03 12:37:07.0",12
10767,,"+336##0919102","2011-04-08 07:32:15.0","2011-04-08 07:32:15.0",12
13785,,"+336##0210943","2015-04-18 15:44:12.0","2015-04-18 15:44:12.0",12
11236,,"+336##0301459","2015-04-23 11:54:30.0","2015-04-23 11:54:30.0",12
14254,,"+336##0500064","2022-05-08 14:11:17.0","2022-05-08 14:11:17.0",12
8687,,"+336##0266749","2004-08-26 10:04:18.0","2004-08-26 10:04:18.0",12
11705,,"+336##0946227","2009-09-16 20:34:41.0","2009-09-16 20:34:41.0",12
6138,,"+336##0378939","2018-06-26 17:13:53.0","2018-06-26 17:13:53.0",12
9156,,"+336##0461544","2001-02-25 16:57:03.0","2001-02-25 16:57:03.0",12
12174,,"+336##0783840","1997-02-04 15:38:50.0","1997-02-04 15:38:50.0",12
9625,,"+336##0783901","2023-07-26 08:15:23.0","2023-07-26 08:15:23.0",12
4058,,"+336##0891773","2020-08-15 13:50:39.0","2020-08-15 13:50:39.0",12
7076,,"+336##0947784","2009-09-13 15:12:11.0","2009-09-13 15:12:11.0",12
1509,,"+336##0679714","2023-06-15 05:26:21.0","2023-06-15 05:26:21.0",12
4527,,"+336##0885070","2016-11-10 02:47:35.0","2016-11-10 02:47:35.0",12
7545,,"+336##0787817","2005-01-14 03:44:17.0","2005-01-14 03:44:17.0",12
1978,,"+336##0432934","2016-11-14 15:39:13.0","2016-11-14 15:39:13.0",12
4996,,"+336##0269868","2009-08-08 05:55:40.0","2009-08-08 05:55:40.0",12
2447,,"+336##0281144","1999-09-22 15:37:30.0","1999-09-22 15:37:30.0",12
367,,"+336##0705917","2003-09-14 23:49:48.0","2003-09-14 23:49:48.0",12
14519,,"+336##0707812","2019-02-25 02:13:59.0","2019-02-25 02:13:59.0",12
11970,,"+336##0505817","2005-08-24 16:42:54.0","2005-08-24 16:42:54.0",12
9421,,"+336##0700147","2000-08-19 01:19:46.0","2000-08-19 01:19:46.0",12
12439,,"+336##0064719","2007-07-19 20:44:33.0","2007-07-19 20:44:33.0",12
9890,,"+336##0631262","2010-10-19 06:26:38.0","2010-10-19 06:26:38.0",12
12908,,"+336##0415409","2010-03-25 14:44:33.0","2010-03-25 14:44:33.0",12
7341,,"+336##0549880","2014-11-07 13:30:27.0","2014-11-07 13:30:27.0",12
10359,,"+336##0485757","2016-02-14 11:54:50.0","2016-02-14 11:54:50.0",12
4792,,"+336##0614608","2010-10-10 19:50:50.0","2010-10-10 19:50:50.0",12
13377,,"+336##0345952","2013-10-05 18:21:21.0","2013-10-05 18:21:21.0",12
7810,,"+336##0014535","2012-04-18 16:17:17.0","2012-04-18 16:17:17.0",12
10828,,"+336##0009672","2023-01-26 17:47:45.0","2023-01-26 17:47:45.0",12
5261,,"+336##0030688","2002-08-12 08:23:45.0","2002-08-12 08:23:45.0",12
8279,,"+336##0025880","2012-06-21 05:09:38.0","2012-06-21 05:09:38.0",12
2712,,"+336##0416460","2020-11-24 01:56:39.0","2020-11-24 01:56:39.0",12
5730,,"+336##0065228","2022-08-03 03:46:17.0","2022-08-03 03:46:17.0",12
163,,"+336##0250231","2003-01-04 04:40:28.0","2003-01-04 04:40:28.0",12
3181,,"+336##0425974","2017-11-04 19:05:05.0","2017-11-04 19:05:05.0",12
6199,,"+336##0943342","2004-04-05 09:26:01.0","2004-04-05 09:26:01.0",12
632,,"+336##0338311","2023-07-15 04:59:36.0","2023-07-15 04:59:36.0",12
3650,,"+336##0426151","2010-11-08 14:02:43.0","2010-11-08 14:02:43.0",12
1101,,"+336##0112414","1998-11-24 16:44:01.0","1998-11-24 16:44:01.0",12
1570,,"+336##0410884","2011-02-16 23:14:53.0","2011-02-16 23:14:53.0",12
13173,,"+336##0805256","2005-03-10 19:15:59.0","2005-03-10 19:15:59.0",12
10624,,"+336##0747214","2003-06-14 15:23:30.0","2003-06-14 15:23:30.0",12
13642,,"+336##0527930","2005-03-14 11:30:29.0","2005-03-14 11:30:29.0",12
8075,,"+336##0341775","1997-10-02 18:49:34.0","1997-10-02 18:49:34.0",12
11093,,"+336##0751702","2014-01-08 10:31:42.0","2014-01-08 10:31:42.0",12
14111,,"+336##0352885","2022-03-05 01:02:14.0","2022-03-05 01:02:14.0",12
8544,,"+336##0151632","2015-07-17 04:24:32.0","2015-07-17 04:24:32.0",12
11562,,"+336##0025789","2010-06-05 08:10:22.0","2010-06-05 08:10:22.0",12
5995,,"+336##0275130","2022-02-26 10:09:18.0","2022-02-26 10:09:18.0",12
9013,,"+336##0108350","2005-02-23 20:17:43.0","2005-02-23 20:17:43.0",12
3446,,"+336##0841134","2003-11-19 09:45:58.0","2003-11-19 09:45:58.0",12
12031,,"+336##0630134","2004-08-19 02:26:31.0","2004-08-19 02:26:31.0",12
6464,,"+336##0226463","2009-01-07 23:31:54.0","2009-01-07 23:31:54.0",12
9482,,"+336##0984160","2009-05-21 17:24:05.0","2009-05-21 17:24:05.0",12
3915,,"+336##0379920","2019-07-01 02:25:51.0","2019-07-01 02:25:51.0",12
6933,,"+336##0483161","2005-04-20 03:48:20.0","2005-04-20 03:48:20.0",12
1366,,"+336##0967457","2016-08-18 23:11:37.0","2016-08-18 23:11:37.0",12
4384,,"+336##0079581","2019-02-25 13:10:23.0","2019-02-25 13:10:23.0",12
7402,,"+336##0643570","2022-06-10 03:47:47.0","2022-06-10 03:47:47.0",12
1835,,"+336##0666702","2000-09-24 12:03:58.0","2000-09-24 12:03:58.0",12
4853,,"+336##0536306","2000-08-02 19:56:14.0","2000-08-02 19:56:14.0",12
2304,,"+336##0359434","2004-03-27 15:26:56.0","2004-03-27 15:26:56.0",12
13907,,"+336##0904710","2014-04-12 09:01:08.0","2014-04-12 09:01:08.0",12
224,,"+336##0398251","2018-01-20 19:22:20.0","2018-01-20 19:22:20.0",12
14376,,"+336##0184669","2014-02-24 07:39:17.0","2014-02-24 07:39:17.0",12
11827,,"+336##0926630","2007-06-04 09:58:01.0","2007-06-04 09:58:01.0",12
9278,,"+336##0144688","2019-07-06 02:21:41.0","2019-07-06 02:21:41.0",12
12296,,"+336##0737001","2023-06-22 20:43:11.0","2023-06-22 20:43:11.0",12
7198,,"+336##0836532","2015-01-15 08:33:44.0","2015-01-15 08:33:44.0",12
10216,,"+336##0330122","2011-04-20 20:19:08.0","2011-04-20 20:19:08.0",12
4649,,"+336##0166135","2015-11-01 02:09:33.0","2015-11-01 02:09:33.0",12
7667,,"+336##0161295","2002-07-16 23:57:53.0","2002-07-16 23:57:53.0",12
2100,,"+336##0061425","2014-10-11 08:41:54.0","2014-10-11 08:41:54.0",12
10685,,"+336##0553465","2005-03-03 23:32:48.0","2005-03-03 23:32:48.0",12
5118,,"+336##0270677","2002-02-19 09:42:22.0","2002-02-19 09:42:22.0",12
8136,,"+336##0706079","2008-11-05 12:33:26.0","2008-11-05 12:33:26.0",12
2569,,"+336##0030314","2023-01-23 04:05:27.0","2023-01-23 04:05:27.0",12
3038,,"+336##0652111","2006-01-15 15:25:25.0","2006-01-15 15:25:25.0",12
6056,,"+336##0007519","2008-09-05 16:12:13.0","2008-09-05 16:12:13.0",12
489,,"+336##0465769","2008-11-12 22:43:16.0","2008-11-12 22:43:16.0",12
958,,"+336##0061617","2015-01-27 08:25:55.0","2015-01-27 08:25:55.0",12
12561,,"+336##0948050","1997-07-15 09:33:40.0","1997-07-15 09:33:40.0",12
13030,,"+336##0735205","2018-03-02 12:36:33.0","2018-03-02 12:36:33.0",12
10481,,"+336##0512789","2023-09-02 13:48:54.0","2023-09-02 13:48:54.0",12
13499,,"+336##0830092","1999-04-16 17:57:37.0","1999-04-16 17:57:37.0",12
7932,,"+336##0784459","2000-10-06 23:57:38.0","2000-10-06 23:57:38.0",12
10950,,"+336##0064420","2019-06-18 01:56:20.0","2019-06-18 01:56:20.0",12
13968,,"+336##0499828","1998-11-23 05:55:08.0","1998-11-23 05:55:08.0",12
8401,,"+336##0163298","2014-01-21 20:01:21.0","2014-01-21 20:01:21.0",12
11419,,"+336##0047142","2011-06-01 11:31:03.0","2011-06-01 11:31:03.0",12
5852,,"+336##0466023","2004-06-25 21:22:59.0","2004-06-25 21:22:59.0",12
8870,,"+336##0758771","2009-08-27 11:13:08.0","2009-08-27 11:13:08.0",12
3303,,"+336##0268328","2012-02-23 13:08:56.0","2012-02-23 13:08:56.0",12
11888,,"+336##0712079","2004-02-07 03:38:20.0","2004-02-07 03:38:20.0",12
6321,,"+336##0672961","2014-03-26 21:57:37.0","2014-03-26 21:57:37.0",12
754,,"+336##0795221","2002-11-08 20:58:17.0","2002-11-08 20:58:17.0",12
9339,,"+336##0887202","2015-03-01 23:33:56.0","2015-03-01 23:33:56.0",12
3772,,"+336##0783242","2021-06-19 12:42:47.0","2021-06-19 12:42:47.0",12
6790,,"+336##0382640","2012-01-24 18:55:41.0","2012-01-24 18:55:41.0",12
4241,,"+336##0769913","2007-10-05 09:40:04.0","2007-10-05 09:40:04.0",12
1692,,"+336##0573507","2000-11-06 01:28:29.0","2000-11-06 01:28:29.0",12
4710,,"+336##0520182","2005-09-02 08:12:17.0","2005-09-02 08:12:17.0",12
13764,,"+336##0939501","2014-09-23 20:46:46.0","2014-09-23 20:46:46.0",12
14233,,"+336##0918522","2011-05-21 17:24:09.0","2011-05-21 17:24:09.0",12
11684,,"+336##0759903","2020-04-02 18:24:46.0","2020-04-02 18:24:46.0",12
9135,,"+336##0247964","2018-10-08 15:38:54.0","2018-10-08 15:38:54.0",12
12153,,"+336##0239497","2016-05-06 03:58:39.0","2016-05-06 03:58:39.0",12
9604,,"+336##0260505","1999-05-21 10:38:03.0","1999-05-21 10:38:03.0",12
12622,,"+336##0233455","2003-09-10 15:46:24.0","2003-09-10 15:46:24.0",12
7055,,"+336##0717074","2017-10-10 01:23:07.0","2017-10-10 01:23:07.0",12
10073,,"+336##0862193","1999-11-16 12:50:40.0","1999-11-16 12:50:40.0",12
4506,,"+336##0919816","2002-04-23 21:55:42.0","2002-04-23 21:55:42.0",12
7524,,"+336##0186796","2006-06-10 05:22:19.0","2006-06-10 05:22:19.0",12
1957,,"+336##0529880","1998-11-11 09:35:02.0","1998-11-11 09:35:02.0",12
10542,,"+336##0556077","2016-10-03 02:16:23.0","2016-10-03 02:16:23.0",12
4975,,"+336##0996792","2010-10-26 13:37:39.0","2010-10-26 13:37:39.0",12
7993,,"+336##0661526","2023-11-01 02:52:30.0","2023-11-01 02:52:30.0",12
2426,,"+336##0105405","2017-06-21 23:28:01.0","2017-06-21 23:28:01.0",12
5444,,"+336##0849961","2016-08-08 01:43:09.0","2016-08-08 01:43:09.0",12
2895,,"+336##0759619","2010-01-23 03:40:47.0","2010-01-23 03:40:47.0",12
346,,"+336##0258505","2001-07-18 18:48:08.0","2001-07-18 18:48:08.0",12
3364,,"+336##0816945","2005-10-02 02:45:28.0","2005-10-02 02:45:28.0",12
815,,"+336##0511565","1997-05-05 06:12:43.0","1997-05-05 06:12:43.0",12
12418,,"+336##0415719","2009-02-05 02:31:12.0","2009-02-05 02:31:12.0",12
12887,,"+336##0401826","2018-08-01 22:35:21.0","2018-08-01 22:35:21.0",12
10338,,"+336##0102493","2007-11-16 06:16:30.0","2007-11-16 06:16:30.0",12
13356,,"+336##0563027","2007-11-26 22:42:45.0","2007-11-26 22:42:45.0",12
7789,,"+336##0245473","2016-07-12 07:14:56.0","2016-07-12 07:14:56.0",12
10807,,"+336##0804677","2011-07-06 05:25:54.0","2011-07-06 05:25:54.0",12
5240,,"+336##0462801","1998-01-10 12:08:51.0","1998-01-10 12:08:51.0",12
13825,,"+336##0089129","1997-06-18 12:05:46.0","1997-06-18 12:05:46.0",12
8258,,"+336##0308801","2016-08-09 08:42:08.0","2016-08-09 08:42:08.0",12
11276,,"+336##0826431","2014-04-22 16:19:40.0","2014-04-22 16:19:40.0",12
5709,,"+336##0131113","2008-02-01 10:32:47.0","2008-02-01 10:32:47.0",12
8727,,"+336##0935918","2001-07-16 07:10:50.0","2001-07-16 07:10:50.0",12
3160,,"+336##0704656","2009-08-13 07:20:10.0","2009-08-13 07:20:10.0",12
6178,,"+336##0265154","2019-02-16 11:50:29.0","2019-02-16 11:50:29.0",12
611,,"+336##0687512","2006-07-20 18:53:31.0","2006-07-20 18:53:31.0",12
9196,,"+336##0193111","2000-01-23 04:40:07.0","2000-01-23 04:40:07.0",12
3629,,"+336##0668412","2018-10-09 20:45:42.0","2018-10-09 20:45:42.0",12
1080,,"+336##0625604","2009-01-11 20:08:52.0","2009-01-11 20:08:52.0",12
4098,,"+336##0496158","2018-05-16 02:21:48.0","2018-05-16 02:21:48.0",12
1549,,"+336##0128284","2009-04-11 23:54:12.0","2009-04-11 23:54:12.0",12
2018,,"+336##0095415","1999-03-12 11:11:30.0","1999-03-12 11:11:30.0",12
13621,,"+336##0802126","2019-07-10 16:06:33.0","2019-07-10 16:06:33.0",12
11072,,"+336##0077025","2010-11-08 02:53:08.0","2010-11-08 02:53:08.0",12
14090,,"+336##0881531","2006-09-10 05:04:41.0","2006-09-10 05:04:41.0",12
11541,,"+336##0815905","2000-08-19 01:44:17.0","2000-08-19 01:44:17.0",12
14559,,"+336##0800727","2009-03-26 17:27:35.0","2009-03-26 17:27:35.0",12
8992,,"+336##0906781","2006-01-25 08:17:47.0","2006-01-25 08:17:47.0",12
12010,,"+336##0477856","1999-11-07 03:32:01.0","1999-11-07 03:32:01.0",12
6443,,"+336##0040315","2023-05-26 21:16:32.0","2023-05-26 21:16:32.0",12
9461,,"+336##0621679","2020-08-24 12:50:29.0","2020-08-24 12:50:29.0",12
3894,,"+336##0952564","2000-06-11 22:21:58.0","2000-06-11 22:21:58.0",12
12479,,"+336##0011377","2022-06-13 08:58:06.0","2022-06-13 08:58:06.0",12
6912,,"+336##0270119","2004-07-12 04:53:53.0","2004-07-12 04:53:53.0",12
9930,,"+336##0656669","1999-01-05 01:22:08.0","1999-01-05 01:22:08.0",12
4363,,"+336##0029198","1999-03-21 07:33:56.0","1999-03-21 07:33:56.0",12
7381,,"+336##0268819","2000-05-25 10:29:57.0","2000-05-25 10:29:57.0",12
1814,,"+336##0369145","2002-02-11 03:15:42.0","2002-02-11 03:15:42.0",12
4832,,"+336##0183281","2010-10-15 22:09:41.0","2010-10-15 22:09:41.0",12
7850,,"+336##0827615","2014-10-13 18:51:59.0","2014-10-13 18:51:59.0",12
2283,,"+336##0800414","2021-11-09 09:22:55.0","2021-11-09 09:22:55.0",12
5301,,"+336##0044642","2021-10-15 06:55:58.0","2021-10-15 06:55:58.0",12
2752,,"+336##0155196","2000-11-03 08:02:22.0","2000-11-03 08:02:22.0",12
203,,"+336##0491294","2022-06-03 03:14:25.0","2022-06-03 03:14:25.0",12
672,,"+336##0168691","2023-07-02 09:01:39.0","2023-07-02 09:01:39.0",12
12275,,"+336##0449705","1997-05-06 15:49:23.0","1997-05-06 15:49:23.0",12
9726,,"+336##0082375","2021-07-23 17:37:37.0","2021-07-23 17:37:37.0",12
10195,,"+336##0197721","2005-11-05 12:49:56.0","2005-11-05 12:49:56.0",12
13213,,"+336##0827981","2003-11-18 07:46:15.0","2003-11-18 07:46:15.0",12
7646,,"+336##0805117","2000-04-11 15:38:07.0","2000-04-11 15:38:07.0",12
10664,,"+336##0355073","2002-10-11 04:32:19.0","2002-10-11 04:32:19.0",12
5097,,"+336##0873977","2004-11-06 09:03:39.0","2004-11-06 09:03:39.0",12
13682,,"+336##0955962","2022-09-03 06:29:52.0","2022-09-03 06:29:52.0",12
8115,,"+336##0723706","2005-08-08 22:18:30.0","2005-08-08 22:18:30.0",12
11133,,"+336##0788821","2009-10-02 16:27:26.0","2009-10-02 16:27:26.0",12
