"PART_ID","INDV_NAME","INDIV_FIRS_NAME","INDV_STTS_CD","CRTN_DTTM","UPDT_DTTM","EXEC_ID","BIRT_DT","BIRT_CITY","BIRT_CNTR","WRKL_NUM"
4079,"Name12089","FistName12089","Actif","2002-07-10 12:25:15.0","2002-07-10 12:25:15.0",12,"1940-05-25","Ville9","Pays3","NS000012089"
1530,"Name14542","FistName14542","Actif","2013-03-24 01:14:05.0","2013-03-24 01:14:05.0",12,"1982-06-05","Ville3","Pays2","NS000014542"
4548,"Name24353","FistName24353","Actif","2009-02-03 20:50:15.0","2009-02-03 20:50:15.0",12,"2005-09-13","Ville19","Pays1","NS000024353"
1999,"Name42965","FistName42965","Actif","2011-01-08 01:34:31.0","2011-01-08 01:34:31.0",12,"1968-05-20","Ville20","Pays1","NS000042965"
13602,"Name22627","FistName22627","Actif","2020-07-01 13:49:10.0","2020-07-01 13:49:10.0",12,"1971-02-09","Ville6","Pays1","NS000022627"
14071,"Name35494","FistName35494","Actif","2002-08-24 06:09:11.0","2002-08-24 06:09:11.0",12,"1947-09-13","Ville25","Pays1","NS000035494"
11522,"Name44692","FistName44692","Actif","2000-03-26 08:07:59.0","2000-03-26 08:07:59.0",12,"1979-05-10","Ville7","Pays3","NS000044692"
14540,"Name48661","FistName48661","Actif","2014-07-23 09:42:37.0","2014-07-23 09:42:37.0",12,"1961-04-05","Ville23","Pays3","NS000048661"
8973,"Name29437","FistName29437","Actif","2023-07-27 21:22:42.0","2023-07-27 21:22:42.0",12,"2017-08-07","Ville25","Pays2","NS000029437"
11991,"Name9617","FistName9617","Actif","2011-02-09 22:39:06.0","2011-02-09 22:39:06.0",12,"1981-09-14","Ville25","Pays3","NS000009617"
9442,"Name42059","FistName42059","Actif","2022-04-09 13:26:02.0","2022-04-09 13:26:02.0",12,"1990-01-05","Ville5","Pays1","NS000042059"
12460,"Name36178","FistName36178","Actif","2020-03-06 10:58:52.0","2020-03-06 10:58:52.0",12,"1959-04-21","Ville6","Pays2","NS000036178"
6893,"Name10839","FistName10839","Actif","2013-03-10 11:16:49.0","2013-03-10 11:16:49.0",12,"1994-03-02","Ville23","Pays4","NS000010839"
9911,"Name1751","FistName1751","Actif","2023-01-17 03:47:56.0","2023-01-17 03:47:56.0",12,"1961-08-25","Ville7","Pays4","NS000001751"
4344,"Name19057","FistName19057","Actif","2019-09-02 22:39:28.0","2019-09-02 22:39:28.0",12,"2003-02-06","Ville7","Pays1","NS000019057"
7362,"Name34585","FistName34585","Actif","2011-06-03 06:16:31.0","2011-06-03 06:16:31.0",12,"2011-03-26","Ville19","Pays2","NS000034585"
1795,"Name31873","FistName31873","Actif","2003-02-04 14:10:02.0","2003-02-04 14:10:02.0",12,"1937-10-24","Ville22","Pays1","NS000031873"
10380,"Name13690","FistName13690","Actif","2020-03-11 23:16:43.0","2020-03-11 23:16:43.0",12,"1985-10-22","Ville7","Pays1","NS000013690"
4813,"Name30897","FistName30897","Actif","2016-07-17 21:08:26.0","2016-07-17 21:08:26.0",12,"1998-04-08","Ville5","Pays1","NS000030897"
7831,"Name1297","FistName1297","Actif","2008-04-05 22:51:04.0","2008-04-05 22:51:04.0",12,"1954-05-18","Ville17","Pays4","NS000001297"
2264,"Name2004","FistName2004","Actif","2008-10-05 08:34:15.0","2008-10-05 08:34:15.0",12,"1979-09-14","Ville19","Pays1","NS000002004"
5282,"Name42987","FistName42987","Actif","2015-08-26 04:20:06.0","2015-08-26 04:20:06.0",12,"2007-01-02","Ville18","Pays1","NS000042987"
2733,"Name20427","FistName20427","Actif","2015-06-24 11:40:10.0","2015-06-24 11:40:10.0",12,"1985-11-24","Ville3","Pays3","NS000020427"
5751,"Name5044","FistName5044","Actif","2006-11-10 20:26:17.0","2006-11-10 20:26:17.0",12,"1942-03-10","Ville9","Pays2","NS000005044"
184,"Name3685","FistName3685","Actif","2019-06-17 01:18:53.0","2019-06-17 01:18:53.0",12,"1930-10-17","Ville17","Pays1","NS000003685"
3202,"Name37757","FistName37757","Actif","2008-07-22 20:48:12.0","2008-07-22 20:48:12.0",12,"1930-02-15","Ville16","Pays2","NS000037757"
653,"Name25255","FistName25255","Actif","1999-09-14 17:41:13.0","1999-09-14 17:41:13.0",12,"1971-04-02","Ville5","Pays5","NS000025255"
12256,"Name24967","FistName24967","Actif","2009-01-26 23:34:08.0","2009-01-26 23:34:08.0",12,"1955-09-09","Ville24","Pays2","NS000024967"
12725,"NameMedecin11","FirstNameMedecin11","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
10176,"Name8319","FistName8319","Actif","2019-04-24 06:57:36.0","2019-04-24 06:57:36.0",12,"1985-08-01","Ville25","Pays2","NS000008319"
13194,"Name10444","FistName10444","Actif","2023-03-09 01:54:59.0","2023-03-09 01:54:59.0",12,"2016-02-03","Ville6","Pays1","NS000010444"
7627,"Name47293","FistName47293","Actif","2015-08-22 08:51:35.0","2015-08-22 08:51:35.0",12,"1959-03-18","Ville22","Pays4","NS000047293"
10645,"Name20833","FistName20833","Actif","2001-08-22 03:06:07.0","2001-08-22 03:06:07.0",12,"1931-10-19","Ville3","Pays2","NS000020833"
13663,"Name24240","FistName24240","Actif","2001-09-17 03:07:50.0","2001-09-17 03:07:50.0",12,"1950-10-24","Ville21","Pays1","NS000024240"
8096,"Name7779","FistName7779","Actif","2010-02-05 14:53:59.0","2010-02-05 14:53:59.0",12,"1955-04-26","Ville19","Pays3","NS000007779"
11114,"Name34067","FistName34067","Actif","2017-05-19 23:37:26.0","2017-05-19 23:37:26.0",12,"1978-11-21","Ville5","Pays2","NS000034067"
5547,"Name49631","FistName49631","Actif","2021-05-18 13:54:51.0","2021-05-18 13:54:51.0",12,"1996-10-14","Ville5","Pays1","NS000049631"
8565,"Name19375","FistName19375","Actif","2023-06-07 08:52:33.0","2023-06-07 08:52:33.0",12,"1960-08-09","Ville3","Pays1",
2998,"Name29550","FistName29550","Actif","2013-11-06 10:20:49.0","2013-11-06 10:20:49.0",12,"1976-01-21","Ville25","Pays3","NS000029550"
11583,"Name46572","FistName46572","Actif","2013-09-10 03:57:42.0","2013-09-10 03:57:42.0",12,"2003-01-07","Ville25","Pays2","NS000046572"
6016,"Name19447","FistName19447","Actif","2014-02-12 01:59:52.0","2014-02-12 01:59:52.0",12,"1974-09-23","Ville4","Pays2","NS000019447"
449,"Name15414","FistName15414","Actif","2012-01-22 21:20:45.0","2012-01-22 21:20:45.0",12,"1972-04-26","Ville20","Pays2","NS000015414"
9034,"Name31122","FistName31122","Actif","2021-07-20 15:54:38.0","2021-07-20 15:54:38.0",12,"1993-07-11","Ville2","Pays2","NS000031122"
3467,"Name48484","FistName48484","Actif","2012-08-04 07:43:06.0","2012-08-04 07:43:06.0",12,"1990-03-22","Ville5","Pays1","NS000048484"
6485,"Name45839","FistName45839","Actif","2020-06-08 02:33:14.0","2020-06-08 02:33:14.0",12,"1931-08-21","Ville16","Pays1","NS000045839"
918,"Name37717","FistName37717","Actif","1999-02-24 04:21:30.0","1999-02-24 04:21:30.0",12,"2012-01-02","Ville15","Pays2","NS000037717"
3936,"Name8467","FistName8467","Actif","2014-04-15 15:47:18.0","2014-04-15 15:47:18.0",12,"1937-08-06","Ville2","Pays3","NS000008467"
1387,"Name4845","FistName4845","Actif","2019-02-05 01:54:11.0","2019-02-05 01:54:11.0",12,"1948-01-15","Ville8","Pays2","NS000004845"
4405,"Name20564","FistName20564","Actif","2016-05-05 19:55:23.0","2016-05-05 19:55:23.0",12,"1954-05-13","Ville16","Pays3","NS000020564"
1856,"Name34870","FistName34870","Actif","2017-02-26 11:53:10.0","2017-02-26 11:53:10.0",12,"1969-04-12","Ville24","Pays3","NS000034870"
13459,"Name18096","FistName18096","Actif","2002-06-13 15:05:30.0","2002-06-13 15:05:30.0",12,"1962-01-22","Ville8","Pays4","NS000018096"
13928,"Name31299","FistName31299","Actif","2023-02-12 10:24:37.0","2023-02-12 10:24:37.0",12,"2001-07-24","Ville1","Pays2","NS000031299"
11379,"Name40964","FistName40964","Actif","2014-09-13 02:06:25.0","2014-09-13 02:06:25.0",12,"1997-01-01","Ville23","Pays3","NS000040964"
14397,"Name45041","FistName45041","Actif","2002-02-20 11:22:45.0","2002-02-20 11:22:45.0",12,"1984-11-02","Ville8","Pays1","NS000045041"
8830,"Name25793","FistName25793","Actif","2006-05-16 06:53:08.0","2006-05-16 06:53:08.0",12,"1944-06-18","Ville21","Pays1","NS000025793"
11848,"Name1181","FistName1181","Actif","2000-10-10 06:14:06.0","2000-10-10 06:14:06.0",12,"1949-11-04","Ville14","Pays1","NS000001181"
6281,"Name34281","FistName34281","Actif","2012-05-21 14:34:24.0","2012-05-21 14:34:24.0",12,"1947-06-25","Ville5","Pays1","NS000034281"
9299,"Name38101","FistName38101","Actif","2023-03-21 12:22:53.0","2023-03-21 12:22:53.0",12,"1990-08-02","Ville11","Pays1","NS000038101"
12317,"Name28044","FistName28044","Actif","2006-10-09 01:08:20.0","2006-10-09 01:08:20.0",12,"1952-08-23","Ville12","Pays3","NS000028044"
6750,"Name3857","FistName3857","Actif","2001-05-24 22:45:27.0","2001-05-24 22:45:27.0",12,"1985-01-11","Ville22","Pays1","NS000003857"
9768,"NameMedecin24","FirstNameMedecin24","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
4201,"Name15063","FistName15063","Actif","2018-07-13 15:08:17.0","2018-07-13 15:08:17.0",12,"1987-08-24","Ville7","Pays1","NS000015063"
7219,"Name26517","FistName26517","Actif","2016-04-14 11:55:35.0","2016-04-14 11:55:35.0",12,"2017-01-17","Ville22","Pays3","NS000026517"
1652,"Name21977","FistName21977","Actif","1999-08-21 21:17:26.0","1999-08-21 21:17:26.0",12,"1942-06-20","Ville12","Pays2","NS000021977"
10237,"Name9934","FistName9934","Actif","2005-01-19 11:48:28.0","2005-01-19 11:48:28.0",12,"1998-01-15","Ville15","Pays1","NS000009934"
4670,"Name27303","FistName27303","Actif","2021-06-11 23:58:11.0","2021-06-11 23:58:11.0",12,"2015-05-10","Ville21","Pays2","NS000027303"
7688,"NameMedecin7","FirstNameMedecin7","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
2121,"NameMedecin5","FirstNameMedecin5","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
5139,"Name39519","FistName39519","Actif","2013-01-14 17:25:15.0","2013-01-14 17:25:15.0",12,"1982-06-16","Ville15","Pays1","NS000039519"
2590,"Name14624","FistName14624","Actif","2005-06-07 06:21:59.0","2005-06-07 06:21:59.0",12,"1935-10-21","Ville1","Pays3","NS000014624"
41,"NameMedecin40","FirstNameMedecin40","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
3059,"Name31637","FistName31637","Actif","2001-07-08 11:16:28.0","2001-07-08 11:16:28.0",12,"2006-10-04","Ville14","Pays5","NS000031637"
510,"Name18559","FistName18559","Actif","2006-04-03 14:04:40.0","2006-04-03 14:04:40.0",12,"1953-04-01","Ville19","Pays4","NS000018559"
12113,"Name17233","FistName17233","Actif","2011-01-18 17:21:06.0","2011-01-18 17:21:06.0",12,"1931-07-03","Ville8","Pays4","NS000017233"
12582,"Name42572","FistName42572","Actif","2010-02-21 22:03:02.0","2010-02-21 22:03:02.0",12,"1982-10-17","Ville25","Pays3","NS000042572"
10033,"Name4506","FistName4506","Actif","2009-04-25 04:54:01.0","2009-04-25 04:54:01.0",12,"1957-08-26","Ville24","Pays1","NS000004506"
13051,"Name6278","FistName6278","Actif","2017-07-19 03:04:43.0","2017-07-19 03:04:43.0",12,"1987-03-08","Ville6","Pays2","NS000006278"
7484,"Name40972","FistName40972","Actif","2017-05-17 17:32:04.0","2017-05-17 17:32:04.0",12,"1987-08-11","Ville23","Pays2","NS000040972"
10502,"Name16782","FistName16782","Actif","2010-01-20 14:31:01.0","2010-01-20 14:31:01.0",12,"1977-08-08","Ville11","Pays2","NS000016782"
4935,"Name34002","FistName34002","Actif","2011-09-26 06:38:49.0","2011-09-26 06:38:49.0",12,"1981-05-17","Ville14","Pays1","NS000034002"
13520,"Name20227","FistName20227","Actif","2020-05-09 03:35:07.0","2020-05-09 03:35:07.0",12,"1964-10-11","Ville8","Pays3","NS000020227"
7953,"Name4546","FistName4546","Actif","2015-09-03 04:12:45.0","2015-09-03 04:12:45.0",12,"1964-03-03","Ville17","Pays1","NS000004546"
10971,"Name30037","FistName30037","Actif","2019-05-22 06:40:11.0","2019-05-22 06:40:11.0",12,"1954-08-06","Ville5","Pays1","NS000030037"
5404,"Name46038","FistName46038","Actif","2003-05-03 12:48:04.0","2003-05-03 12:48:04.0",12,"1974-06-14","Ville19","Pays1","NS000046038"
8422,"Name15796","FistName15796","Actif","2007-07-23 06:04:56.0","2007-07-23 06:04:56.0",12,"1971-07-15","Ville5","Pays1","NS000015796"
2855,"Name24385","FistName24385","Actif","2013-07-11 02:21:26.0","2013-07-11 02:21:26.0",12,"2016-08-24","Ville3","Pays3","NS000024385"
5873,"Name11699","FistName11699","Actif","2023-09-05 03:54:52.0","2023-09-05 03:54:52.0",12,"1935-06-09","Ville19","Pays1","NS000011699"
306,"Name9910","FistName9910","Actif","2020-07-04 20:32:57.0","2020-07-04 20:32:57.0",12,"1940-06-24","Ville19","Pays3","NS000009910"
8891,"Name27349","FistName27349","Actif","2004-01-19 11:36:58.0","2004-01-19 11:36:58.0",12,"1937-01-26","Ville6","Pays3","NS000027349"
3324,"Name42463","FistName42463","Actif","2019-10-04 17:45:40.0","2019-10-04 17:45:40.0",12,"2002-08-04","Ville21","Pays1","NS000042463"
6342,"Name38536","FistName38536","Actif","2015-06-06 02:07:06.0","2015-06-06 02:07:06.0",12,"1984-06-03","Ville7","Pays2","NS000038536"
775,"Name30750","FistName30750","Actif","2001-10-16 16:08:56.0","2001-10-16 16:08:56.0",12,"2009-04-21","Ville13","Pays5","NS000030750"
3793,"Name4576","FistName4576","Actif","2009-07-17 18:52:16.0","2009-07-17 18:52:16.0",12,"1980-05-12","Ville15","Pays3","NS000004576"
1244,"NameMedecin49","FirstNameMedecin49","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
1713,"Name26384","FistName26384","Actif","2008-06-15 09:04:27.0","2008-06-15 09:04:27.0",12,"1940-07-26","Ville12","Pays1","NS000026384"
13316,"Name13842","FistName13842","Actif","2005-05-03 12:37:07.0","2005-05-03 12:37:07.0",12,"1957-11-17","Ville14","Pays1","NS000013842"
10767,"Name24441","FistName24441","Actif","2011-04-08 07:32:15.0","2011-04-08 07:32:15.0",12,"1996-09-25","Ville12","Pays1","NS000024441"
13785,"Name27576","FistName27576","Actif","2015-04-18 15:44:12.0","2015-04-18 15:44:12.0",12,"1962-04-05","Ville18","Pays1","NS000027576"
11236,"Name37509","FistName37509","Actif","2015-04-23 11:54:30.0","2015-04-23 11:54:30.0",12,"1962-03-13","Ville5","Pays2","NS000037509"
14254,"Name40807","FistName40807","Actif","2022-05-08 14:11:17.0","2022-05-08 14:11:17.0",12,"1973-02-13","Ville11","Pays4","NS000040807"
8687,"Name22478","FistName22478","Actif","2004-08-26 10:04:18.0","2004-08-26 10:04:18.0",12,"1938-11-20","Ville22","Pays1","NS000022478"
11705,"Name49480","FistName49480","Actif","2009-09-16 20:34:41.0","2009-09-16 20:34:41.0",12,"1937-03-08","Ville11","Pays2","NS000049480"
6138,"Name25592","FistName25592","Actif","2018-06-26 17:13:53.0","2018-06-26 17:13:53.0",12,"1942-03-27","Ville4","Pays3","NS000025592"
9156,"Name33965","FistName33965","Actif","2001-02-25 16:57:03.0","2001-02-25 16:57:03.0",12,"2015-09-24","Ville12","Pays3","NS000033965"
3589,"NameMedecin84","FirstNameMedecin84","Actif","2019-06-02 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
12174,"Name20313","FistName20313","Actif","1997-02-04 15:38:50.0","1997-02-04 15:38:50.0",12,"2002-09-12","Ville18","Pays2","NS000020313"
6607,"NameMedecin37","FirstNameMedecin37","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
9625,"Name46612","FistName46612","Actif","2023-07-26 08:15:23.0","2023-07-26 08:15:23.0",12,"1935-01-10","Ville5","Pays1","NS000046612"
4058,"Name11663","FistName11663","Actif","2020-08-15 13:50:39.0","2020-08-15 13:50:39.0",12,"2010-04-16","Ville22","Pays1","NS000011663"
7076,"Name19971","FistName19971","Actif","2009-09-13 15:12:11.0","2009-09-13 15:12:11.0",12,"1954-03-21","Ville5","Pays4","NS000019971"
1509,"Name13531","FistName13531","Actif","2023-06-15 05:26:21.0","2023-06-15 05:26:21.0",12,"1951-11-14","Ville16","Pays1","NS000013531"
4527,"Name23921","FistName23921","Actif","2016-11-10 02:47:35.0","2016-11-10 02:47:35.0",12,"1985-10-17","Ville19","Pays2","NS000023921"
7545,"Name43470","FistName43470","Actif","2005-01-14 03:44:17.0","2005-01-14 03:44:17.0",12,"1956-07-25","Ville7","Pays3","NS000043470"
1978,"Name41493","FistName41493","Actif","2016-11-14 15:39:13.0","2016-11-14 15:39:13.0",12,"1987-02-22","Ville13","Pays1","NS000041493"
4996,"Name35281","FistName35281","Actif","2009-08-08 05:55:40.0","2009-08-08 05:55:40.0",12,"1974-02-26","Ville25","Pays2","NS000035281"
2447,"Name9663","FistName9663","Actif","1999-09-22 15:37:30.0","1999-09-22 15:37:30.0",12,"1990-05-06","Ville8","Pays1","NS000009663"
367,"Name12213","FistName12213","Actif","2003-09-14 23:49:48.0","2003-09-14 23:49:48.0",12,"1969-01-10","Ville11","Pays2","NS000012213"
14519,"Name48095","FistName48095","Actif","2019-02-25 02:13:59.0","2019-02-25 02:13:59.0",12,"1948-08-07","Ville21","Pays2","NS000048095"
11970,"Name8499","FistName8499","Actif","2005-08-24 16:42:54.0","2005-08-24 16:42:54.0",12,"1940-03-20","Ville7","Pays2","NS000008499"
9421,"Name41355","FistName41355","Actif","2000-08-19 01:19:46.0","2000-08-19 01:19:46.0",12,"2000-05-05","Ville15","Pays1","NS000041355"
12439,"Name35001","FistName35001","Actif","2007-07-19 20:44:33.0","2007-07-19 20:44:33.0",12,"1951-11-20","Ville2","Pays2","NS000035001"
9890,"Name1220","FistName1220","Actif","2010-10-19 06:26:38.0","2010-10-19 06:26:38.0",12,"1999-09-24","Ville23","Pays2","NS000001220"
12908,"Name2487","FistName2487","Actif","2010-03-25 14:44:33.0","2010-03-25 14:44:33.0",12,"1985-01-05","Ville2","Pays2","NS000002487"
7341,"Name33318","FistName33318","Actif","2014-11-07 13:30:27.0","2014-11-07 13:30:27.0",12,"1976-11-01","Ville6","Pays2","NS000033318"
10359,"Name13083","FistName13083","Actif","2016-02-14 11:54:50.0","2016-02-14 11:54:50.0",12,"1996-03-08","Ville14","Pays2","NS000013083"
4792,"Name30493","FistName30493","Actif","2010-10-10 19:50:50.0","2010-10-10 19:50:50.0",12,"1948-06-23","Ville11","Pays3","NS000030493"
13377,"Name15757","FistName15757","Actif","2013-10-05 18:21:21.0","2013-10-05 18:21:21.0",12,"1944-11-25","Ville5","Pays1","NS000015757"
7810,"Name736","FistName736","Actif","2012-04-18 16:17:17.0","2012-04-18 16:17:17.0",12,"1956-04-09","Ville5","Pays2","NS000000736"
10828,"Name26172","FistName26172","Actif","2023-01-26 17:47:45.0","2023-01-26 17:47:45.0",12,"1958-09-01","Ville13","Pays2","NS000026172"
5261,"Name42292","FistName42292","Actif","2002-08-12 08:23:45.0","2002-08-12 08:23:45.0",12,"1970-05-26","Ville22","Pays1","NS000042292"
8279,"Name12185","FistName12185","Actif","2012-06-21 05:09:38.0","2012-06-21 05:09:38.0",12,"1982-08-23","Ville5","Pays3","NS000012185"
2712,"Name19529","FistName19529","Actif","2020-11-24 01:56:39.0","2020-11-24 01:56:39.0",12,"1932-11-06","Ville11","Pays3","NS000019529"
5730,"Name3655","FistName3655","Actif","2022-08-03 03:46:17.0","2022-08-03 03:46:17.0",12,"2011-09-22","Ville11","Pays1","NS000003655"
163,"Name2647","FistName2647","Actif","2003-01-04 04:40:28.0","2003-01-04 04:40:28.0",12,"1954-08-07","Ville15","Pays4","NS000002647"
3181,"Name36820","FistName36820","Actif","2017-11-04 19:05:05.0","2017-11-04 19:05:05.0",12,"1938-02-07","Ville6","Pays1","NS000036820"
6199,"Name29358","FistName29358","Actif","2004-04-05 09:26:01.0","2004-04-05 09:26:01.0",12,"1963-10-21","Ville3","Pays1","NS000029358"
632,"Name23853","FistName23853","Actif","2023-07-15 04:59:36.0","2023-07-15 04:59:36.0",12,"1955-11-07","Ville17","Pays2","NS000023853"
3650,"Name1090","FistName1090","Actif","2010-11-08 14:02:43.0","2010-11-08 14:02:43.0",12,"1981-03-11","Ville16","Pays2","NS000001090"
1101,"Name45684","FistName45684","Actif","1998-11-24 16:44:01.0","1998-11-24 16:44:01.0",12,"1966-02-17","Ville12","Pays2","NS000045684"
1570,"Name16984","FistName16984","Actif","2011-02-16 23:14:53.0","2011-02-16 23:14:53.0",12,"1997-05-17","Ville14","Pays1","NS000016984"
13173,"Name10061","FistName10061","Actif","2005-03-10 19:15:59.0","2005-03-10 19:15:59.0",12,"1984-11-27","Ville16","Pays2","NS000010061"
10624,"Name20109","FistName20109","Actif","2003-06-14 15:23:30.0","2003-06-14 15:23:30.0",12,"1963-05-25","Ville13","Pays1","NS000020109"
13642,"Name23611","FistName23611","Actif","2005-03-14 11:30:29.0","2005-03-14 11:30:29.0",12,"1969-07-24","Ville23","Pays2","NS000023611"
8075,"Name7344","FistName7344","Actif","1997-10-02 18:49:34.0","1997-10-02 18:49:34.0",12,"1934-01-13","Ville23","Pays3","NS000007344"
11093,"Name33428","FistName33428","Actif","2014-01-08 10:31:42.0","2014-01-08 10:31:42.0",12,"1952-07-20","Ville14","Pays2","NS000033428"
14111,"Name36610","FistName36610","Actif","2022-03-05 01:02:14.0","2022-03-05 01:02:14.0",12,"1963-01-15","Ville24","Pays1","NS000036610"
8544,"Name18746","FistName18746","Actif","2015-07-17 04:24:32.0","2015-07-17 04:24:32.0",12,"1936-02-05","Ville3","Pays1","NS000018746"
11562,"Name46020","FistName46020","Actif","2010-06-05 08:10:22.0","2010-06-05 08:10:22.0",12,"1999-11-19","Ville20","Pays1","NS000046020"
5995,"Name18123","FistName18123","Actif","2022-02-26 10:09:18.0","2022-02-26 10:09:18.0",12,"1953-05-08","Ville15","Pays1","NS000018123"
9013,"Name30661","FistName30661","Actif","2005-02-23 20:17:43.0","2005-02-23 20:17:43.0",12,"1992-10-04","Ville24","Pays2","NS000030661"
3446,"Name47706","FistName47706","Actif","2003-11-19 09:45:58.0","2003-11-19 09:45:58.0",12,"2014-09-06","Ville3","Pays2","NS000047706"
12031,"Name12195","FistName12195","Actif","2004-08-19 02:26:31.0","2004-08-19 02:26:31.0",12,"2011-07-19","Ville2","Pays3","NS000012195"
6464,"Name44474","FistName44474","Actif","2009-01-07 23:31:54.0","2009-01-07 23:31:54.0",12,"2014-03-17","Ville4","Pays2","NS000044474"
9482,"Name43266","FistName43266","Actif","2009-05-21 17:24:05.0","2009-05-21 17:24:05.0",12,"1945-02-05","Ville5","Pays1","NS000043266"
3915,"Name7843","FistName7843","Actif","2019-07-01 02:25:51.0","2019-07-01 02:25:51.0",12,"1946-06-04","Ville24","Pays2","NS000007843"
6933,"Name12546","FistName12546","Actif","2005-04-20 03:48:20.0","2005-04-20 03:48:20.0",12,"1985-05-05","Ville4","Pays1","NS000012546"
1366,"Name3561","FistName3561","Actif","2016-08-18 23:11:37.0","2016-08-18 23:11:37.0",12,"1934-03-17","Ville4","Pays1","NS000003561"
4384,"Name20048","FistName20048","Actif","2019-02-25 13:10:23.0","2019-02-25 13:10:23.0",12,"1969-09-11","Ville7","Pays2","NS000020048"
7402,"Name37163","FistName37163","Actif","2022-06-10 03:47:47.0","2022-06-10 03:47:47.0",12,"1931-08-10","Ville16","Pays2","NS000037163"
1835,"Name33584","FistName33584","Actif","2000-09-24 12:03:58.0","2000-09-24 12:03:58.0",12,"1970-05-05","Ville24","Pays2","NS000033584"
4853,"Name32087","FistName32087","Actif","2000-08-02 19:56:14.0","2000-08-02 19:56:14.0",12,"1943-09-07","Ville13","Pays2","NS000032087"
2304,"Name3456","FistName3456","Actif","2004-03-27 15:26:56.0","2004-03-27 15:26:56.0",12,"2001-07-18","Ville1","Pays3","NS000003456"
13907,"Name30648","FistName30648","Actif","2014-04-12 09:01:08.0","2014-04-12 09:01:08.0",12,"1950-09-03","Ville12","Pays1","NS000030648"
224,"Name5816","FistName5816","Actif","2018-01-20 19:22:20.0","2018-01-20 19:22:20.0",12,"1971-02-22","Ville22","Pays1","NS000005816"
14376,"Name44588","FistName44588","Actif","2014-02-24 07:39:17.0","2014-02-24 07:39:17.0",12,"1990-09-06","Ville19","Pays1","NS000044588"
11827,"Name40","FistName40","Actif","2007-06-04 09:58:01.0","2007-06-04 09:58:01.0",12,"1948-09-27","Ville24","Pays2","NS000000040"
9278,"Name37449","FistName37449","Actif","2019-07-06 02:21:41.0","2019-07-06 02:21:41.0",12,"2014-06-25","Ville6","Pays5","NS000037449"
12296,"Name27214","FistName27214","Actif","2023-06-22 20:43:11.0","2023-06-22 20:43:11.0",12,"2012-05-26","Ville21","Pays2","NS000027214"
9747,"NameMedecin3","FirstNameMedecin3","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
12765,"NameMedecin51","FirstNameMedecin51","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
7198,"Name25220","FistName25220","Actif","2015-01-15 08:33:44.0","2015-01-15 08:33:44.0",12,"1994-07-23","Ville5","Pays1","NS000025220"
10216,"Name9321","FistName9321","Actif","2011-04-20 20:19:08.0","2011-04-20 20:19:08.0",12,"1994-06-18","Ville1","Pays1","NS000009321"
4649,"Name26550","FistName26550","Actif","2015-11-01 02:09:33.0","2015-11-01 02:09:33.0",12,"1984-11-09","Ville6","Pays1","NS000026550"
7667,"Name49537","FistName49537","Actif","2002-07-16 23:57:53.0","2002-07-16 23:57:53.0",12,"1963-10-01","Ville16","Pays3","NS000049537"
2100,"Name49004","FistName49004","Actif","2014-10-11 08:41:54.0","2014-10-11 08:41:54.0",12,"1932-03-19","Ville11","Pays1","NS000049004"
10685,"Name21863","FistName21863","Actif","2005-03-03 23:32:48.0","2005-03-03 23:32:48.0",12,"2010-06-02","Ville14","Pays1","NS000021863"
5118,"Name38686","FistName38686","Actif","2002-02-19 09:42:22.0","2002-02-19 09:42:22.0",12,"1950-11-27","Ville10","Pays1","NS000038686"
8136,"Name8685","FistName8685","Actif","2008-11-05 12:33:26.0","2008-11-05 12:33:26.0",12,"1945-08-25","Ville20","Pays2","NS000008685"
2569,"Name13893","FistName13893","Actif","2023-01-23 04:05:27.0","2023-01-23 04:05:27.0",12,"2016-03-15","Ville5","Pays2","NS000013893"
5587,"NameMedecin25","FirstNameMedecin25","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
20,"NameMedecin19","FirstNameMedecin19","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
3038,"Name30814","FistName30814","Actif","2006-01-15 15:25:25.0","2006-01-15 15:25:25.0",12,"1964-08-13","Ville5","Pays2","NS000030814"
6056,"Name21264","FistName21264","Actif","2008-09-05 16:12:13.0","2008-09-05 16:12:13.0",12,"1931-09-04","Ville20","Pays1","NS000021264"
489,"Name17493","FistName17493","Actif","2008-11-12 22:43:16.0","2008-11-12 22:43:16.0",12,"1974-09-08","Ville1","Pays4","NS000017493"
3507,"NameMedecin2","FirstNameMedecin2","Actif","1999-03-01 00:00:00.0","2024-02-23 00:00:00.0",12,,,,
