"PART_ID","STRT_NUM","STRT_DSC","COMP_STRT","POST_CD","CITY_NAME","CNTR_NAME","STRT_VALD_DTTM","END_VALD_DTTM","EXEC_ID"
14306,"13","NomVoie4742479",,"#8772","Ville10","Pays1","2018-11-09 19:51:17.0","2018-11-09 19:51:17.0",12
8739,"83","NomVoie7523533",,"#8883","Ville5","Pays2","2005-08-25 21:48:57.0","2005-08-25 21:48:57.0",12
9208,"69","NomVoie5335423",,"#2991","Ville23","Pays2","2007-04-19 19:56:54.0","2007-04-19 19:56:54.0",12
12226,"77","NomVoie2223569",,"#8212","Ville14","Pays1","2017-03-17 18:19:31.0","2017-03-17 18:19:31.0",12
9677,"55","NomVoie9448155",,"#3379","Ville9","Pays2","2003-01-11 15:55:46.0","2003-01-11 15:55:46.0",12
4110,"27","NomVoie3212930",,"#2955","Ville14","Pays3","2022-07-24 11:14:30.0","2022-07-24 11:14:30.0",12
12695,"97","NomVoie3948822",,"#5649","Ville7","Pays1","2018-07-15 06:17:34.0","2018-07-15 06:17:34.0",12
7128,"4","NomVoie7922170",,"#0990","Ville22","Pays2","2011-03-25 23:14:36.0","2011-03-25 23:14:36.0",12
10146,"66","NomVoie437632",,"#0462","Ville22","Pays2","1998-11-17 02:04:51.0","1998-11-17 02:04:51.0",12
4579,"44","NomVoie1725039",,"#6721","Ville25","Pays1","2008-07-14 16:18:21.0","2008-07-14 16:18:21.0",12
7597,"94","NomVoie1545952",,"#0790","Ville18","Pays2","2000-09-25 04:55:25.0","2000-09-25 04:55:25.0",12
2030,"66","NomVoie7744931",,"#0965","Ville19","Pays1","1998-02-08 22:49:16.0","1998-02-08 22:49:16.0",12
5048,"82","NomVoie2536712",,"#0101","Ville8","Pays2","2012-06-15 13:36:18.0","2012-06-15 13:36:18.0",12
2499,"77","NomVoie211576",,"#7721","Ville23","Pays3","2004-10-07 11:11:36.0","2004-10-07 11:11:36.0",12
5517,"77","NomVoie5548773",,"#2754","Ville1","Pays1","2017-09-05 06:42:04.0","2017-09-05 06:42:04.0",12
2968,"61","NomVoie9228483",,"#8526","Ville14","Pays1","1998-08-15 15:15:46.0","1998-08-15 15:15:46.0",12
419,"11","NomVoie2814205",,"#2044","Ville22","Pays1","2015-07-22 23:01:07.0","2015-07-22 23:01:07.0",12
14571,"64","NomVoie4849817",,"#6600","Ville2","Pays4","2016-09-19 09:48:40.0","2016-09-19 09:48:40.0",12
888,"60","NomVoie3135763",,"#8774","Ville25","Pays2","2003-06-12 05:28:31.0","2003-06-12 05:28:31.0",12
12491,"51","NomVoie2737472",,"#2681","Ville22","Pays4","2023-11-07 23:25:25.0","2023-11-07 23:25:25.0",12
9942,"53","NomVoie952341",,"#3158","Ville14","Pays2","2019-01-01 06:56:56.0","2019-01-01 06:56:56.0",12
12960,"76","NomVoie194044",,"#3509","Ville17","Pays1","2018-06-22 08:09:54.0","2018-06-22 08:09:54.0",12
10411,"3","NomVoie1914285",,"#1685","Ville22","Pays2","2006-04-21 16:39:03.0","2006-04-21 16:39:03.0",12
13429,"93","NomVoie5617163",,"#3420","Ville23","Pays2","2015-07-02 23:17:02.0","2015-07-02 23:17:02.0",12
7862,"94","NomVoie111937",,"#9559","Ville9","Pays2","2009-02-17 19:06:09.0","2009-02-17 19:06:09.0",12
10880,"78","NomVoie1927580",,"#2204","Ville19","Pays2","2021-10-12 01:14:58.0","2021-10-12 01:14:58.0",12
5313,"19","NomVoie8843745",,"#2583","Ville20","Pays1","2014-06-27 23:57:16.0","2014-06-27 23:57:16.0",12
8331,"5","NomVoie4413287",,"#3579","Ville5","Pays2","2021-07-17 19:20:27.0","2021-07-17 19:20:27.0",12
2764,"93","NomVoie6821633",,"#3878","Ville24","Pays2","1999-01-03 12:12:20.0","1999-01-03 12:12:20.0",12
11349,"61","NomVoie740079",,"#9420","Ville7","Pays1","1999-01-21 08:41:28.0","1999-01-21 08:41:28.0",12
5782,"93","NomVoie286715",,"#7130","Ville4","Pays3","2002-10-13 20:29:59.0","2002-10-13 20:29:59.0",12
8800,"10","NomVoie7525020",,"#4142","Ville19","Pays3","2002-11-11 21:30:58.0","2002-11-11 21:30:58.0",12
3233,"44","NomVoie4039116",,"#9367","Ville16","Pays3","2001-10-07 10:55:36.0","2001-10-07 10:55:36.0",12
6251,"21","NomVoie3032403",,"#8178","Ville25","Pays4","2012-04-13 22:47:25.0","2012-04-13 22:47:25.0",12
684,"33","NomVoie127015",,"#6552","Ville4","Pays1","2006-09-20 01:49:27.0","2006-09-20 01:49:27.0",12
3702,"46","NomVoie522227",,"#2039","Ville8","Pays1","2017-03-15 07:33:38.0","2017-03-15 07:33:38.0",12
6720,"39","NomVoie732609",,"#2268","Ville20","Pays2","2001-10-16 21:19:40.0","2001-10-16 21:19:40.0",12
1153,"6","NomVoie7748027",,"#7065","Ville18","Pays3","2020-07-24 01:54:37.0","2020-07-24 01:54:37.0",12
4171,"92","NomVoie9614378",,"#1991","Ville25","Pays5","2006-02-08 05:48:13.0","2006-02-08 05:48:13.0",12
1622,"68","NomVoie8420453",,"#6203","Ville5","Pays3","2008-09-20 23:13:58.0","2008-09-20 23:13:58.0",12
13225,"80","NomVoie9811181",,"#0408","Ville8","Pays1","2022-05-15 10:18:53.0","2022-05-15 10:18:53.0",12
13694,"78","NomVoie125041",,"#5411","Ville1","Pays3","1999-11-02 12:34:15.0","1999-11-02 12:34:15.0",12
11145,"35","NomVoie4635053",,"#4908","Ville12","Pays2","2021-09-06 22:57:17.0","2021-09-06 22:57:17.0",12
14163,"73","NomVoie4138237",,"#8733","Ville10","Pays1","2005-11-09 16:50:38.0","2005-11-09 16:50:38.0",12
8596,"98","NomVoie120052",,"#1498","Ville24","Pays1","2002-06-11 02:32:57.0","2002-06-11 02:32:57.0",12
11614,"19","NomVoie9347465",,"#4589","Ville4","Pays1","2015-05-20 17:21:28.0","2015-05-20 17:21:28.0",12
9065,"6","NomVoie7931789",,"#5940","Ville7","Pays2","2009-02-15 01:52:02.0","2009-02-15 01:52:02.0",12
12083,"51","NomVoie015390",,"#1791","Ville16","Pays3","2002-11-12 16:34:04.0","2002-11-12 16:34:04.0",12
6516,"38","NomVoie2247777",,"#4959","Ville7","Pays1","2005-04-06 17:41:04.0","2005-04-06 17:41:04.0",12
9534,"64","NomVoie6044544",,"#4589","Ville20","Pays5","2012-06-21 13:45:29.0","2012-06-21 13:45:29.0",12
3967,"46","NomVoie509602",,"#5942","Ville20","Pays2","2005-03-09 03:58:19.0","2005-03-09 03:58:19.0",12
12552,"37","NomVoie041149",,"#8426","Ville8","Pays1","2014-03-12 13:17:19.0","2014-03-12 13:17:19.0",12
6985,"35","NomVoie3915117",,"#1148","Ville14","Pays1","2008-08-22 15:41:45.0","2008-08-22 15:41:45.0",12
1418,"54","NomVoie316717",,"#8743","Ville4","Pays3","1997-07-10 02:09:52.0","1997-07-10 02:09:52.0",12
10003,"19","NomVoie913712",,"#1099","Ville23","Pays2","2004-08-09 11:51:38.0","2004-08-09 11:51:38.0",12
4436,"58","NomVoie9921365",,"#3623","Ville20","Pays2","2000-11-08 10:39:27.0","2000-11-08 10:39:27.0",12
7454,"2","NomVoie5839342",,"#5687","Ville19","Pays2","2003-10-19 14:05:13.0","2003-10-19 14:05:13.0",12
1887,"79","NomVoie3736661",,"#0522","Ville18","Pays3","2021-04-27 18:29:29.0","2021-04-27 18:29:29.0",12
4905,"56","NomVoie9133495",,"#7038","Ville25","Pays1","2020-01-25 11:40:44.0","2020-01-25 11:40:44.0",12
2356,"0","NomVoie495967",,"#2542","Ville24","Pays5","2015-04-27 03:46:20.0","2015-04-27 03:46:20.0",12
5374,"70","NomVoie4145333",,"#5089","Ville10","Pays4","1997-07-17 12:25:06.0","1997-07-17 12:25:06.0",12
2825,"69","NomVoie6623434",,"#5881","Ville2","Pays4","2020-05-06 20:25:32.0","2020-05-06 20:25:32.0",12
276,"61","NomVoie858294",,"#6628","Ville16","Pays1","1997-05-07 15:34:12.0","1997-05-07 15:34:12.0",12
14428,"54","NomVoie9045911",,"#9884","Ville12","Pays1","2009-08-15 22:29:06.0","2009-08-15 22:29:06.0",12
12348,"4","NomVoie1529696",,"#8184","Ville12","Pays1","1997-11-22 17:32:20.0","1997-11-22 17:32:20.0",12
12817,"86","NomVoie83119",,"#3834","Ville17","Pays1","2001-01-04 22:12:46.0","2001-01-04 22:12:46.0",12
7250,"9","NomVoie9628104",,"#1027","Ville20","Pays2","2006-09-23 03:52:42.0","2006-09-23 03:52:42.0",12
10268,"37","NomVoie2010583",,"#7938","Ville22","Pays3","2009-01-18 22:52:49.0","2009-01-18 22:52:49.0",12
13286,"71","NomVoie2913210",,"#3759","Ville16","Pays1","2018-11-26 16:23:30.0","2018-11-26 16:23:30.0",12
10737,"31","NomVoie4723221",,"#4358","Ville5","Pays2","1999-03-23 15:50:07.0","1999-03-23 15:50:07.0",12
5170,"8","NomVoie5740153",,"#4120","Ville22","Pays1","2017-08-25 03:29:41.0","2017-08-25 03:29:41.0",12
8188,"81","NomVoie759624",,"#4192","Ville10","Pays2","2012-06-22 07:45:34.0","2012-06-22 07:45:34.0",12
2621,"1","NomVoie2316427",,"#3708","Ville15","Pays2","2000-05-12 09:19:52.0","2000-05-12 09:19:52.0",12
11206,"45","NomVoie436720",,"#7289","Ville22","Pays2","2010-01-06 10:36:57.0","2010-01-06 10:36:57.0",12
8657,"15","NomVoie8321648",,"#4230","Ville7","Pays4","1997-05-19 14:29:55.0","1997-05-19 14:29:55.0",12
3090,"62","NomVoie6033016",,"#3261","Ville15","Pays2","2012-02-02 21:05:43.0","2012-02-02 21:05:43.0",12
6108,"82","NomVoie6624020",,"#7851","Ville19","Pays1","1997-05-10 07:50:36.0","1997-05-10 07:50:36.0",12
541,"49","NomVoie7419927",,"#7519","Ville14","Pays3","1997-07-25 14:53:28.0","1997-07-25 14:53:28.0",12
1010,"6","NomVoie1741396",,"#3403","Ville9","Pays1","1999-09-02 20:29:12.0","1999-09-02 20:29:12.0",12
4028,"35","NomVoie2811086",,"#8631","Ville15","Pays1","2022-08-25 18:53:13.0","2022-08-25 18:53:13.0",12
1479,"21","NomVoie2211291",,"#0295","Ville7","Pays1","2016-03-03 20:33:13.0","2016-03-03 20:33:13.0",12
13082,"99","NomVoie267169",,"#0474","Ville8","Pays1","2005-08-13 15:19:26.0","2005-08-13 15:19:26.0",12
13551,"68","NomVoie321120",,"#1021","Ville20","Pays1","2021-11-22 14:09:36.0","2021-11-22 14:09:36.0",12
11002,"52","NomVoie7730809",,"#1985","Ville24","Pays2","2008-10-13 23:03:36.0","2008-10-13 23:03:36.0",12
14020,"5","NomVoie8133934",,"#0973","Ville3","Pays2","2017-07-16 16:12:52.0","2017-07-16 16:12:52.0",12
8453,"8","NomVoie5216613",,"#0572","Ville11","Pays1","2014-07-23 13:09:30.0","2014-07-23 13:09:30.0",12
11471,"61","NomVoie2043421",,"#4835","Ville5","Pays4","2005-04-11 12:39:19.0","2005-04-11 12:39:19.0",12
5904,"18","NomVoie2713514",,"#7724","Ville24","Pays1","2012-02-15 04:10:23.0","2012-02-15 04:10:23.0",12
14489,"11","NomVoie8247352",,"#3359","Ville16","Pays2","2003-05-23 02:03:02.0","2003-05-23 02:03:02.0",12
8922,"26","NomVoie928026",,"#7764","Ville12","Pays2","2000-11-13 17:03:59.0","2000-11-13 17:03:59.0",12
11940,"9","NomVoie856662",,"#1809","Ville7","Pays1","2016-08-13 15:27:58.0","2016-08-13 15:27:58.0",12
6373,"62","NomVoie3640538",,"#6880","Ville5","Pays1","2008-04-10 22:28:46.0","2008-04-10 22:28:46.0",12
9391,"21","NomVoie4440637",,"#2189","Ville17","Pays1","2021-08-04 06:54:10.0","2021-08-04 06:54:10.0",12
3824,"9","NomVoie155345",,"#9067","Ville19","Pays2","2002-02-01 12:02:40.0","2002-02-01 12:02:40.0",12
6842,"38","NomVoie618031",,"#5298","Ville4","Pays1","2019-03-16 19:47:40.0","2019-03-16 19:47:40.0",12
9860,"80","NomVoie53355",,"#2303","Ville18","Pays2","1999-08-04 14:38:33.0","1999-08-04 14:38:33.0",12
4293,"4","NomVoie317777",,"#1681","Ville24","Pays4","2018-07-13 21:55:18.0","2018-07-13 21:55:18.0",12
7311,"73","NomVoie9431524",,"#1344","Ville24","Pays3","2010-02-11 13:01:58.0","2010-02-11 13:01:58.0",12
1744,"10","NomVoie4628400",,"#5320","Ville6","Pays2","2008-05-15 10:17:38.0","2008-05-15 10:17:38.0",12
4762,"37","NomVoie7229727",,"#6549","Ville13","Pays1","1998-05-14 19:40:22.0","1998-05-14 19:40:22.0",12
2682,"62","NomVoie1518661",,"#8540","Ville6","Pays1","2003-01-06 13:50:29.0","2003-01-06 13:50:29.0",12
133,"2","NomVoie31394",,"#7431","Ville15","Pays3","2018-05-13 18:11:26.0","2018-05-13 18:11:26.0",12
14285,"81","NomVoie9441865",,"#1696","Ville6","Pays2","2018-05-17 17:51:44.0","2018-05-17 17:51:44.0",12
12205,"63","NomVoie4821698",,"#2754","Ville16","Pays1","2012-06-05 17:07:55.0","2012-06-05 17:07:55.0",12
9656,"86","NomVoie9547578",,"#5117","Ville1","Pays1","2012-09-03 23:59:26.0","2012-09-03 23:59:26.0",12
12674,"27","NomVoie1947556",,"#2496","Ville14","Pays2","2012-05-25 05:15:20.0","2012-05-25 05:15:20.0",12
7107,"16","NomVoie9021431",,"#0035","Ville8","Pays2","2020-11-03 19:50:57.0","2020-11-03 19:50:57.0",12
10125,"44","NomVoie287151",,"#9862","Ville21","Pays1","2020-06-10 19:02:49.0","2020-06-10 19:02:49.0",12
4558,"66","NomVoie2924656",,"#9208","Ville18","Pays4","2018-04-06 02:41:46.0","2018-04-06 02:41:46.0",12
13143,"66","NomVoie69086",,"#1789","Ville25","Pays2","2010-05-20 07:53:16.0","2010-05-20 07:53:16.0",12
7576,"97","NomVoie8545088",,"#9019","Ville19","Pays1","2020-04-20 01:27:55.0","2020-04-20 01:27:55.0",12
10594,"68","NomVoie5319270",,"#7800","Ville18","Pays3","2006-07-01 16:50:26.0","2006-07-01 16:50:26.0",12
5027,"6","NomVoie1136226",,"#3181","Ville18","Pays2","2006-06-07 19:54:27.0","2006-06-07 19:54:27.0",12
8045,"15","NomVoie876508",,"#0873","Ville7","Pays3","2015-08-22 11:25:48.0","2015-08-22 11:25:48.0",12
2478,"37","NomVoie2010583",,"#7938","Ville22","Pays3","2009-01-18 22:52:49.0","2009-01-18 22:52:49.0",12
5496,"13","NomVoie4648325",,"#4281","Ville19","Pays2","2022-07-13 07:56:04.0","2022-07-13 07:56:04.0",12
8514,"18","NomVoie4418164",,"#0803","Ville2","Pays3","2016-05-02 01:37:43.0","2016-05-02 01:37:43.0",12
2947,"21","NomVoie5927604",,"#1170","Ville14","Pays1","2011-04-07 04:10:36.0","2011-04-07 04:10:36.0",12
5965,"26","NomVoie6616358",,"#2954","Ville24","Pays3","2005-09-04 19:35:14.0","2005-09-04 19:35:14.0",12
398,"43","NomVoie3813325",,"#9434","Ville8","Pays2","2023-06-11 04:13:34.0","2023-06-11 04:13:34.0",12
3416,"74","NomVoie2046479",,"#5569","Ville10","Pays1","1998-04-04 14:17:54.0","1998-04-04 14:17:54.0",12
867,"43","NomVoie6035014",,"#6957","Ville9","Pays1","2003-02-05 16:07:55.0","2003-02-05 16:07:55.0",12
1336,"42","NomVoie842210",,"#7377","Ville2","Pays2","2019-04-05 07:29:33.0","2019-04-05 07:29:33.0",12
12939,"55","NomVoie363352",,"#9187","Ville7","Pays1","2010-04-03 08:01:30.0","2010-04-03 08:01:30.0",12
10390,"89","NomVoie613938",,"#6866","Ville8","Pays1","2010-07-02 21:57:15.0","2010-07-02 21:57:15.0",12
13408,"0","NomVoie6516483",,"#6977","Ville24","Pays1","2006-01-08 22:40:15.0","2006-01-08 22:40:15.0",12
10859,"44","NomVoie5527133",,"#5355","Ville18","Pays2","1999-01-23 10:22:43.0","1999-01-23 10:22:43.0",12
13877,"99","NomVoie2729779",,"#4212","Ville9","Pays3","2005-01-01 23:20:17.0","2005-01-01 23:20:17.0",12
8310,"97","NomVoie812800",,"#3816","Ville21","Pays2","2013-11-24 14:04:34.0","2013-11-24 14:04:34.0",12
11328,"66","NomVoie3639632",,"#9283","Ville11","Pays4","2006-10-10 09:04:23.0","2006-10-10 09:04:23.0",12
5761,"67","NomVoie435481",,"#3043","Ville12","Pays2","2007-01-19 12:05:27.0","2007-01-19 12:05:27.0",12
14346,"95","NomVoie3743743",,"#4841","Ville17","Pays2","2016-05-18 22:37:10.0","2016-05-18 22:37:10.0",12
8779,"73","NomVoie4524388",,"#1196","Ville25","Pays1","1999-10-08 12:17:35.0","1999-10-08 12:17:35.0",12
6230,"26","NomVoie2231111",,"#0594","Ville25","Pays1","2008-08-12 05:48:43.0","2008-08-12 05:48:43.0",12
9248,"62","NomVoie2736671",,"#9663","Ville11","Pays1","2020-11-17 05:55:51.0","2020-11-17 05:55:51.0",12
3681,"23","NomVoie121823",,"#6784","Ville22","Pays3","2015-10-24 01:29:24.0","2015-10-24 01:29:24.0",12
6699,"62","NomVoie591566",,"#3741","Ville24","Pays1","2020-08-17 04:18:50.0","2020-08-17 04:18:50.0",12
1132,"14","NomVoie9647117",,"#6087","Ville11","Pays5","2002-11-27 18:27:36.0","2002-11-27 18:27:36.0",12
4150,"16","NomVoie5713988",,"#3273","Ville23","Pays1","2006-07-15 16:24:22.0","2006-07-15 16:24:22.0",12
7168,"69","NomVoie2823927",,"#9747","Ville2","Pays2","2021-08-05 02:38:25.0","2021-08-05 02:38:25.0",12
1601,"13","NomVoie7518847",,"#3214","Ville12","Pays3","1999-11-25 04:55:55.0","1999-11-25 04:55:55.0",12
4619,"12","NomVoie6425885",,"#2563","Ville1","Pays5","2010-11-09 16:29:19.0","2010-11-09 16:29:19.0",12
2070,"7","NomVoie8347482",,"#9607","Ville3","Pays2","2019-09-08 12:30:21.0","2019-09-08 12:30:21.0",12
2539,"79","NomVoie3212827",,"#8757","Ville6","Pays2","2008-04-06 12:10:52.0","2008-04-06 12:10:52.0",12
14142,"5","NomVoie3637559",,"#9481","Ville21","Pays3","2005-02-08 20:30:17.0","2005-02-08 20:30:17.0",12
11593,"49","NomVoie5046873",,"#4668","Ville11","Pays1","2015-02-03 01:11:56.0","2015-02-03 01:11:56.0",12
9044,"80","NomVoie1031293",,"#1176","Ville9","Pays2","2010-01-06 16:13:19.0","2010-01-06 16:13:19.0",12
12062,"47","NomVoie1314341",,"#3810","Ville19","Pays4","2012-04-17 21:25:49.0","2012-04-17 21:25:49.0",12
9513,"65","NomVoie8543996",,"#9688","Ville22","Pays3","1997-06-22 10:12:10.0","1997-06-22 10:12:10.0",12
12531,"54","NomVoie6740083",,"#7227","Ville1","Pays2","2015-08-04 19:33:16.0","2015-08-04 19:33:16.0",12
6964,"33","NomVoie5513881",,"#7716","Ville1","Pays2","2004-10-23 01:12:38.0","2004-10-23 01:12:38.0",12
9982,"45","NomVoie743105",,"#7583","Ville23","Pays2","2012-05-22 18:04:11.0","2012-05-22 18:04:11.0",12
4415,"34","NomVoie5220736",,"#3716","Ville11","Pays1","2004-10-19 17:21:17.0","2004-10-19 17:21:17.0",12
13000,"91","NomVoie244983",,"#3527","Ville16","Pays3","2021-02-22 06:31:55.0","2021-02-22 06:31:55.0",12
7433,"1","NomVoie7438807",,"#8800","Ville14","Pays1","2006-05-16 18:14:42.0","2006-05-16 18:14:42.0",12
10451,"38","NomVoie415362",,"#3414","Ville13","Pays2","2007-05-07 23:27:51.0","2007-05-07 23:27:51.0",12
4884,"9","NomVoie9532740",,"#0721","Ville18","Pays1","2000-05-25 18:22:35.0","2000-05-25 18:22:35.0",12
7902,"35","NomVoie313096",,"#1224","Ville9","Pays1","2003-04-08 01:32:09.0","2003-04-08 01:32:09.0",12
2335,"22","NomVoie354809",,"#1193","Ville5","Pays3","2012-07-17 21:18:39.0","2012-07-17 21:18:39.0",12
5353,"41","NomVoie4544843",,"#6259","Ville9","Pays3","2012-07-04 18:39:39.0","2012-07-04 18:39:39.0",12
8371,"17","NomVoie4414246",,"#7604","Ville20","Pays1","2014-04-20 09:03:05.0","2014-04-20 09:03:05.0",12
2804,"11","NomVoie9222943",,"#5357","Ville19","Pays2","2003-07-06 21:53:19.0","2003-07-06 21:53:19.0",12
5822,"18","NomVoie759004",,"#0507","Ville3","Pays2","1999-08-11 19:46:26.0","1999-08-11 19:46:26.0",12
255,"5","NomVoie707316",,"#5985","Ville19","Pays1","2019-01-01 23:01:55.0","2019-01-01 23:01:55.0",12
3273,"53","NomVoie8840509",,"#1994","Ville10","Pays3","2008-09-27 19:59:16.0","2008-09-27 19:59:16.0",12
724,"81","NomVoie328786",,"#5859","Ville3","Pays1","1997-09-24 16:14:24.0","1997-09-24 16:14:24.0",12
1193,"31","NomVoie3449804",,"#9240","Ville11","Pays3","2001-04-25 10:05:59.0","2001-04-25 10:05:59.0",12
10247,"96","NomVoie9910182",,"#4092","Ville10","Pays2","2021-06-02 03:42:52.0","2021-06-02 03:42:52.0",12
13265,"92","NomVoie9812565",,"#6875","Ville16","Pays1","2007-06-04 12:04:53.0","2007-06-04 12:04:53.0",12
10716,"54","NomVoie5522881",,"#3879","Ville22","Pays4","2014-11-07 07:48:33.0","2014-11-07 07:48:33.0",12
13734,"14","NomVoie9026100",,"#7256","Ville20","Pays3","2009-08-21 05:06:14.0","2009-08-21 05:06:14.0",12
8167,"72","NomVoie789218",,"#0539","Ville22","Pays1","2003-08-23 07:53:40.0","2003-08-23 07:53:40.0",12
11185,"30","NomVoie336049",,"#0107","Ville22","Pays1","1999-10-21 16:52:32.0","1999-10-21 16:52:32.0",12
8636,"1","NomVoie9720960",,"#3491","Ville2","Pays1","2006-07-27 10:12:36.0","2006-07-27 10:12:36.0",12
3069,"67","NomVoie1931855",,"#0408","Ville21","Pays2","2007-07-04 02:59:12.0","2007-07-04 02:59:12.0",12
11654,"97","NomVoie848524",,"#9306","Ville4","Pays3","2002-04-18 20:41:08.0","2002-04-18 20:41:08.0",12
6087,"18","NomVoie7622737",,"#5234","Ville23","Pays2","2002-03-20 18:54:10.0","2002-03-20 18:54:10.0",12
9105,"25","NomVoie1232534",,"#8440","Ville3","Pays4","1997-07-04 08:13:59.0","1997-07-04 08:13:59.0",12
6556,"5","NomVoie549515",,"#4386","Ville15","Pays1","2012-04-18 13:20:01.0","2012-04-18 13:20:01.0",12
989,"14","NomVoie4840223",,"#0616","Ville4","Pays2","2018-04-26 10:44:55.0","2018-04-26 10:44:55.0",12
4007,"95","NomVoie8210489",,"#7208","Ville1","Pays3","2002-01-01 11:13:19.0","2002-01-01 11:13:19.0",12
7025,"65","NomVoie7917602",,"#9327","Ville21","Pays1","2015-01-07 05:46:17.0","2015-01-07 05:46:17.0",12
1458,"20","NomVoie269449",,"#3701","Ville4","Pays4","2001-11-22 13:34:59.0","2001-11-22 13:34:59.0",12
4476,"95","NomVoie5522479",,"#8301","Ville22","Pays3","1997-01-01 21:26:22.0","1997-01-01 21:26:22.0",12
1927,"69","NomVoie238699",,"#0382","Ville25","Pays2","2022-11-23 15:44:21.0","2022-11-23 15:44:21.0",12
13530,"54","NomVoie4120651",,"#3257","Ville3","Pays2","2007-07-18 22:05:02.0","2007-07-18 22:05:02.0",12
13999,"62","NomVoie2133509",,"#5462","Ville19","Pays1","2015-08-05 08:58:50.0","2015-08-05 08:58:50.0",12
11450,"89","NomVoie1742919",,"#0121","Ville16","Pays2","2001-01-24 05:52:03.0","2001-01-24 05:52:03.0",12
14468,"6","NomVoie5346933",,"#8700","Ville14","Pays3","1998-06-09 20:29:09.0","1998-06-09 20:29:09.0",12
8901,"46","NomVoie2927629",,"#0544","Ville6","Pays3","2015-10-03 09:50:30.0","2015-10-03 09:50:30.0",12
11919,"57","NomVoie295802",,"#5929","Ville9","Pays2","1998-04-25 05:53:11.0","1998-04-25 05:53:11.0",12
9370,"59","NomVoie8639981",,"#4933","Ville24","Pays1","2011-08-10 19:13:18.0","2011-08-10 19:13:18.0",12
12388,"21","NomVoie3331876",,"#9609","Ville3","Pays2","2005-02-17 18:16:25.0","2005-02-17 18:16:25.0",12
6821,"35","NomVoie467136",,"#6544","Ville7","Pays2","2022-08-05 19:10:09.0","2022-08-05 19:10:09.0",12
4272,"51","NomVoie9116998",,"#3553","Ville8","Pays1","2020-03-27 21:34:20.0","2020-03-27 21:34:20.0",12
12857,"92","NomVoie411141",,"#3910","Ville23","Pays3","2014-03-04 18:51:43.0","2014-03-04 18:51:43.0",12
7290,"4","NomVoie9629857",,"#4134","Ville14","Pays2","2015-02-10 20:28:21.0","2015-02-10 20:28:21.0",12
1723,"77","NomVoie4626863",,"#5102","Ville15","Pays4","2020-06-24 03:11:05.0","2020-06-24 03:11:05.0",12
10308,"81","NomVoie5211681",,"#7956","Ville11","Pays2","2007-02-20 09:11:10.0","2007-02-20 09:11:10.0",12
4741,"52","NomVoie6029044",,"#4386","Ville24","Pays3","2016-05-17 09:01:35.0","2016-05-17 09:01:35.0",12
5210,"78","NomVoie5941030",,"#4298","Ville4","Pays2","2016-03-26 17:45:11.0","2016-03-26 17:45:11.0",12
2661,"23","NomVoie7617894",,"#0239","Ville25","Pays2","2014-11-21 04:17:57.0","2014-11-21 04:17:57.0",12
5679,"23","NomVoie18774",,"#8158","Ville22","Pays1","2014-06-22 01:05:32.0","2014-06-22 01:05:32.0",12
112,"51","NomVoie83440",,"#0900","Ville9","Pays2","2005-03-10 22:49:41.0","2005-03-10 22:49:41.0",12
3130,"82","NomVoie6734816",,"#2225","Ville19","Pays4","2010-05-22 23:03:36.0","2010-05-22 23:03:36.0",12
581,"18","NomVoie3021466",,"#9928","Ville9","Pays1","2012-04-24 12:09:50.0","2012-04-24 12:09:50.0",12
12653,"56","NomVoie4146175",,"#2279","Ville9","Pays1","2004-07-11 23:41:42.0","2004-07-11 23:41:42.0",12
10104,"17","NomVoie106680",,"#3863","Ville17","Pays5","2009-08-05 21:16:28.0","2009-08-05 21:16:28.0",12
13122,"36","NomVoie618231",,"#3939","Ville6","Pays4","2003-05-14 01:46:40.0","2003-05-14 01:46:40.0",12
7555,"58","NomVoie2644062",,"#4370","Ville1","Pays1","2011-08-17 12:31:39.0","2011-08-17 12:31:39.0",12
10573,"56","NomVoie3218762",,"#6072","Ville5","Pays3","2002-06-17 22:53:06.0","2002-06-17 22:53:06.0",12
13591,"93","NomVoie7922290",,"#0869","Ville18","Pays1","1999-03-25 22:16:19.0","1999-03-25 22:16:19.0",12
8024,"35","NomVoie556103",,"#9592","Ville20","Pays1","2014-08-18 04:42:13.0","2014-08-18 04:42:13.0",12
11042,"24","NomVoie4932137",,"#7772","Ville9","Pays1","2004-02-22 09:43:34.0","2004-02-22 09:43:34.0",12
5475,"0","NomVoie2347780",,"#1942","Ville21","Pays1","2020-04-13 23:25:12.0","2020-04-13 23:25:12.0",12
8493,"40","NomVoie2717597",,"#3820","Ville7","Pays1","2009-02-11 15:17:37.0","2009-02-11 15:17:37.0",12
2926,"77","NomVoie826957",,"#1248","Ville9","Pays1","2020-11-09 05:22:58.0","2020-11-09 05:22:58.0",12
11511,"63","NomVoie5244368",,"#3206","Ville24","Pays1","2002-10-04 12:43:55.0","2002-10-04 12:43:55.0",12
5944,"77","NomVoie615296",,"#9971","Ville2","Pays2","2004-10-20 14:25:23.0","2004-10-20 14:25:23.0",12
377,"40","NomVoie1212596",,"#5108","Ville20","Pays2","2021-06-01 13:57:44.0","2021-06-01 13:57:44.0",12
8962,"74","NomVoie5229170",,"#3700","Ville16","Pays3","2007-04-13 14:50:13.0","2007-04-13 14:50:13.0",12
3395,"73","NomVoie3845546",,"#8480","Ville18","Pays3","2013-03-22 20:36:40.0","2013-03-22 20:36:40.0",12
